Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,93,12,8.5,46,T
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,80,35,8,27,T
Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,64,17,7.9,31,T
Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.17,94,61,7.3,331,T
Street Fighter V,PS4,2016,Fighting,Capcom,0.42,0.28,0.09,0.15,0.94,77,80,3.4,1233,T
Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.42,0.21,0.1,0.09,0.83,84,51,5.3,191,T
Style Savvy,DS,2008,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58,73,4,7.7,7,E
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.16,0.03,0.54,0.01,0.74,76,5,8,15,E
Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68,82,8,8.4,163,T
Suikoden III,PS2,2002,Role-Playing,Konami Digital Entertainment,0.29,0.23,0.38,0.08,0.98,86,23,7.7,114,T
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,63,44,7.4,48,T
Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68,31,8.6,17,T
Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.02,0.15,0.01,0.27,76,24,7.4,37,E10+
Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76,43,7.6,109,T
Super Dragon Ball Z,PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,72,31,5.8,21,T
Super Mario 3D Land,3DS,2011,Platform,Nintendo,4.89,3.05,2.14,0.78,10.87,90,82,8.4,925,E
Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.18,1.23,0.73,0.34,4.47,93,83,9,1615,E
Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84,19,7.8,42,E
Super Mario Galaxy,Wii,2007,Platform,Nintendo,6.06,3.36,1.2,0.74,11.36,97,73,8.9,2159,E
Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,3.58,2.36,0.98,0.62,7.54,97,87,9.1,1859,E
Super Mario Maker,WiiU,2015,Platform,Nintendo,1.21,0.92,0.95,0.2,3.28,88,85,8.7,698,E
Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76,39,8.7,56,E
Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,92,61,8.6,444,E
Super Monkey Ball,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46,87,28,7.9,46,E
Super Monkey Ball 2,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52,87,34,8.5,51,E
Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49,55,57,5.5,31,E
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.05,0.91,0.04,0.24,2.24,74,53,5.7,72,E
Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.72,85,56,7.9,423,E
Super Princess Peach,DS,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75,48,7.6,33,E
Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6.64,2.56,2.66,1.01,12.87,93,81,8.9,1667,T
Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,92,38,9.1,573,T
Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,0.55,0.44,0.14,0.09,1.21,85,69,8.1,207,T
Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72,44,7.8,15,E10+
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.07,0.03,0.1,0.02,0.23,69,33,7.7,55,T
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.07,0.04,0.23,0.03,0.38,70,4,7.1,29,T
Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74,72,31,8.3,25,E
Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,90,19,8.7,84,T
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5,88,20,9.1,26,E
Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81,78,9,8.7,31,T
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77,55,8.2,336,T
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72,37,7.7,38,T
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,86,60,8.5,181,T
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68,46,7.1,94,T
Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.44,0.19,0.14,0.06,0.84,75,33,7.6,198,T
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66,27,7.8,25,T
Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,79,67,8.2,265,T
Tales of Xillia,PS3,2011,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09,1.22,78,65,8.2,468,T
Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.21,0.13,0.45,0.07,0.85,71,59,7.9,216,T
Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,59,20,7.7,6,E
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53,85,62,8.8,85,T
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65,18,8.7,41,T
Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,89,8,8.9,102,T
Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,96,15,9.1,371,T
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2,64,42,5.9,39,T
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79,23,8.3,126,T
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88,62,8.7,233,T
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,79,63,7.4,214,T
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85,25,8.5,118,T
Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,0.85,82,50,8.2,195,T
Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56,51,7.3,58,M
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70,35,7.8,24,M
Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99,87,14,8.8,46,M
Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14,79,33,8.4,38,M
Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53,43,41,3.9,71,T
Test Drive,PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.34,73,19,7.4,23,T
Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74,33,6.8,28,E
Tetris DS,DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1,84,56,8.7,44,E
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,71,56,6.1,113,M
The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66,20,8,35,T
The Crew,PS4,2014,Racing,Ubisoft,0.37,1.08,0.03,0.27,1.75,61,60,5.4,576,T
The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,45,17,5,26,M
The Elder Scrolls III: Morrowind,X,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87,34,8.7,112,T
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.83,1.03,0.13,0.4,4.39,94,90,8.7,1113,M
The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,5.08,2.8,0.1,0.86,8.84,96,89,8.4,3602,M
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.56,0.86,0.11,0.27,1.8,75,65,7.3,1228,M
The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72,49,6.8,89,M
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57,53,7.6,48,M
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99,M
The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65,72,6.9,60,M
The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.44,0.3,0.02,0.09,0.85,78,65,8.7,95,M
The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37,62,36,7.6,22,T
The King of Fighters 98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,73,11,8.7,18,T
The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75,30,8.5,15,T
The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,57,48,5.3,46,T
The King of Fighters XIII,X360,2011,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,79,31,8.2,51,T
The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.09,0.02,0.05,0.02,0.18,79,54,8.5,212,T
The Last Guardian,PS4,2016,Action,Sony Computer Entertainment,0.25,0.26,0.08,0.1,0.7,82,99,7.6,1410,T
The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,2.41,2.19,0.29,0.99,5.89,95,98,9.1,8039,M
The Last Remnant,X360,2008,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.68,66,49,6.9,123,M
The Last Story,Wii,2011,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,80,61,8.4,179,T
The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,74,12,8.4,253,T
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.14,0.02,0.24,77,20,7.5,134,T
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.04,0.13,0.02,0.22,80,24,7.4,79,T
The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,0.13,0.01,0.11,0.02,0.27,67,31,7.1,55,E10+
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.41,1.03,0.46,0.23,3.13,91,81,8.9,1070,E
The Legend of Zelda: Majoras Mask 3D,3DS,2015,Action,Nintendo,1.16,0.57,0.47,0.17,2.38,89,82,9,483,E10+
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90,57,8,418,E
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.17,0.37,0.38,3.95,93,81,7.9,1972,E10+
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87,75,7.8,231,E10+
The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,1.42,89,56,9,207,E
The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96,80,8.9,977,E
The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.56,0.33,0.18,0.09,1.16,73,73,7.5,182,E
The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,3.74,2.14,0.6,0.68,7.16,95,73,9,1664,T
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.59,0.32,0.09,0.09,1.09,86,74,8.4,340,T
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85,31,8.6,106,T
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82,32,8.2,78,T
The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96,54,8.9,800,M
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.62,0.78,0.07,0.27,1.75,63,94,6.6,3191,M
The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60,39,6.2,11,T
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74,42,7.9,13,T
The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68,85,46,8.8,172,E10+
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.21,53,44,7.5,80,T
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.07,2.22,0.23,0.62,4.14,92,79,9.2,10270,M
The Wonderful 101,WiiU,2013,Action,Nintendo,0.19,0.1,0.08,0.03,0.4,78,75,8.5,496,T
The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88,59,8.9,284,T
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,83,52,8.3,67,T
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,78,60,7.8,113,E10+
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,42,40,5,78,T
Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60,52,7.4,21,T
Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58,49,5.9,15,T
Titanfall,XOne,2014,Shooter,Electronic Arts,1.85,0.8,0.04,0.27,2.96,86,68,6.4,2661,M
Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.46,0.38,0.05,0.17,1.06,89,61,8.4,769,M
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63,12,7,16,T
Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63,15,8.9,23,E
Tokyo Xtreme Racer Zero,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,76,15,8.9,64,E
Tom Clancys EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53,T
Tom Clancys Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54,90,78,8,215,T
Tom Clancys Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84,29,8.1,41,T
Tom Clancys Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,0.94,0.4,0.02,0.12,1.47,79,75,7.2,335,M
Tom Clancys HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73,64,7.3,51,T
Tom Clancys HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70,30,6.8,19,T
Tom Clancys Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.58,1.21,0.15,0.34,2.28,73,40,7.3,490,M
Tom Clancys Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225,M
Tom Clancys Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42,82,66,7.8,176,M
Tom Clancys Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,53,32,5.5,26,T
Tom Clancys Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82,58,7.5,384,M
Tom Clancys Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06,85,90,7.7,589,M
Tom Clancys Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85,59,8.1,148,M
Tom Clancys The Division,PS4,2016,Shooter,Ubisoft,1.37,1.85,0.15,0.63,4,80,64,7,2234,M
Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91,13,8.6,149,T
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82,43,7.2,99,T
Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75,42,7.2,167,T
Tomodachi Life,3DS,2013,Simulation,Nintendo,0.99,2.23,1.91,0.25,5.39,71,52,7.6,156,E
Tony Hawks Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92,18,9.2,69,T
Tony Hawks Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98,19,7.7,301,T
Tony Hawks Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97,34,7.5,298,T
Tony Hawks Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,27,8.5,129,T
Tony Hawks Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90,38,8.7,121,T
Tony Hawks Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,83,59,8.8,55,T
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65,80,7,458,T
Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.18,0.01,0.23,82,5,8.6,42,T
Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,71,44,8,136,T
Trace Memory,DS,2005,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,70,51,8.1,42,T
Trauma Center: New Blood,Wii,2007,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,77,43,8,20,T
Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,80,49,8,47,T
Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81,45,8.7,45,T
Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79,51,7.2,245,E10+
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,62,25,7.2,28,T
TRINITY: Souls of Zill Oll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55,34,6.2,33,T
Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.01,0.22,75,33,6.6,22,T
Tropico 5,PS4,2015,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.32,76,17,7.1,111,T
True Crime: New York City,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76,60,47,7.8,62,M
True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77,39,8,94,M
Turok,X360,2008,Action,Touchstone,0.46,0.2,0.01,0.07,0.75,69,63,7.1,120,M
Two Worlds II,X360,2011,Role-Playing,SouthPeak Games,0.4,0.07,0.03,0.03,0.54,67,50,6.6,140,M
UFC Undisputed 2010,PS3,2010,Fighting,THQ,0.8,0.4,0.02,0.18,1.41,85,54,7.2,48,T
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03,86,30,7.4,92,T
Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,3.27,2.2,0.21,0.98,6.67,96,105,8.8,5226,T
Uncharted 3: Drakes Deception,PS3,2011,Action,Sony Computer Entertainment,2.77,2.75,0.19,1.03,6.74,92,97,8.3,3732,T
Uncharted 4: A Thiefs End,PS4,2016,Shooter,Sony Computer Entertainment,2.92,2.98,0.19,1.18,7.28,93,113,7.9,7238,T
Uncharted: Drakes Fortune,PS3,2007,Action,Sony Computer Entertainment,2.32,1.72,0.12,0.77,4.92,88,66,8.1,2332,T
Uncharted: Golden Abyss,PSV,2011,Shooter,Sony Computer Entertainment,0.53,0.66,0.13,0.22,1.54,80,80,7.4,771,T
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2.13,1.79,0.09,0.79,4.8,86,78,8.1,1289,T
Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,71,60,7.5,169,T
Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45,26,3,29,T
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.48,0.91,0.05,0.26,1.71,79,103,8.2,2197,M
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68,51,7.6,58,T
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58,40,7.2,36,T
Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,92,19,8.4,131,T
Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18,48,19,6.8,56,M
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,35,17,6.7,19,T
Valkyria Chronicles,PS3,2008,Role-Playing,Sega,0.71,0.19,0.24,0.13,1.27,86,60,8.6,434,T
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.15,0.18,0.09,0.53,83,54,8.1,67,T
Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81,81,8,8.8,38,T
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,84,45,9,60,T
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,Square Enix,0.22,0.02,0.16,0.02,0.42,74,35,6.8,12,T
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,80,39,8.4,59,T
Vanquish,PS3,2010,Shooter,Sega,0.21,0.21,0.11,0.08,0.61,84,61,8.1,305,M
Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,56,46,6.9,56,M
Victorious Boxers: Ippos Road to Glory,PS2,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,75,15,8,10,T
Viewtiful Joe,GC,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62,93,52,8.3,117,T
Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94,36,8,84,T
Virtua Fighter 5,PS3,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67,T
Virtua Fighter 5 Online,X360,2007,Fighting,Sega,0.2,0.02,0.03,0.02,0.28,89,36,7.6,62,T
Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80,35,7.9,32,E
Virtua Tennis 4,PS3,2011,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69,49,6.6,28,E
Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62,84,65,8,131,E
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47,82,64,7.9,61,E
Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,88,17,8.9,42,E
Wario: Master of Disguise,DS,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,60,35,7.4,19,E10+
WarioWare D.I.Y.,DS,2009,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59,82,53,8.7,39,E
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83,61,7.4,180,E10+
Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,55,14,8.2,17,T
Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,64,18,7.4,31,T
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44,22,7,24,M
Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.93,0.11,0.65,4.09,80,80,6.3,3018,M
Watch Dogs 2,PS4,2016,Action,Ubisoft,0.56,1.1,0.07,0.31,2.04,82,94,7.9,723,M
Wave Race: Blue Storm,GC,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,80,21,8.3,29,E
Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,74,22,8.2,19,M
Way of the Samurai 2,PS2,2003,Action,Capcom,0.05,0.04,0.23,0.01,0.33,59,32,9,24,M
Way of the Samurai 3,PS3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52,58,18,7.9,22,M
We Ski,Wii,2008,Sports,Namco Bandai Games,0.97,0.4,0.14,0.15,1.67,67,32,8.5,12,E
Wet,PS3,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.61,70,61,6.4,56,M
White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,60,45,7.2,65,T
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.94,64,77,7.5,213,T
Wii Fit,Wii,2007,Sports,Nintendo,8.92,8.03,3.6,2.15,22.7,80,63,7.7,146,E
Wii Fit Plus,Wii,2009,Sports,Nintendo,9.01,8.49,2.53,1.77,21.79,80,33,7.4,52,E
Wii Fit U,WiiU,2013,Sports,Nintendo,0.35,0.23,0.21,0.05,0.85,72,19,7.7,72,E
